assessmentId,internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes
768495,158243,Ipomoea wightii,PLANTAE,TRACHEOPHYTA,SOLANALES,MAGNOLIOPSIDA,CONVOLVULACEAE,Ipomoea,wightii,,,,(Wall.) Choisy,Least Concern,,3.1,Unknown,Global
772740,158344,Pupalia lappacea,PLANTAE,TRACHEOPHYTA,CARYOPHYLLALES,MAGNOLIOPSIDA,AMARANTHACEAE,Pupalia,lappacea,,,,(L.) Juss.,Least Concern,,3.1,Unknown,Global
1017558,163990,Eleocharis palustris,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,CYPERACEAE,Eleocharis,palustris,,,,(L.) Roem. &amp; Schult.,Least Concern,,3.1,Unknown,Global
1019624,164022,Leersia hexandra,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,POACEAE,Leersia,hexandra,,,,Sw.,Least Concern,,3.1,Stable,Global
1019922,164036,Veronica anagallis-aquatica,PLANTAE,TRACHEOPHYTA,LAMIALES,MAGNOLIOPSIDA,PLANTAGINACEAE,Veronica,anagallis-aquatica,,,,L.,Least Concern,,3.1,Unknown,Global
1021826,164064,Phalaris arundinacea,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,POACEAE,Phalaris,arundinacea,,,,L.,Least Concern,,3.1,Unknown,Global
1023200,164118,Leersia oryzoides,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,POACEAE,Leersia,oryzoides,,,,(L.) Sw.,Least Concern,,3.1,Unknown,Global
1027583,164175,Ranunculus sceleratus,PLANTAE,TRACHEOPHYTA,RANUNCULALES,MAGNOLIOPSIDA,RANUNCULACEAE,Ranunculus,sceleratus,,,,L.,Least Concern,,3.1,Unknown,Global
1029195,164189,Potamogeton perfoliatus,PLANTAE,TRACHEOPHYTA,ALISMATALES,LILIOPSIDA,POTAMOGETONACEAE,Potamogeton,perfoliatus,,,,L.,Least Concern,,3.1,Stable,Global
1034194,164247,Eleocharis acicularis,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,CYPERACEAE,Eleocharis,acicularis,,,,(L.) Roem. &amp; Schult.,Least Concern,,3.1,Unknown,Global
1036571,164276,Bolboschoenus maritimus,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,CYPERACEAE,Bolboschoenus,maritimus,,,,(L.) Palla,Least Concern,,3.1,Stable,Global
1041579,164330,Fimbristylis squarrosa,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,CYPERACEAE,Fimbristylis,squarrosa,,,,Vahl,Least Concern,,3.1,Stable,Global
1042718,164335,Myriophyllum verticillatum,PLANTAE,TRACHEOPHYTA,SAXIFRAGALES,MAGNOLIOPSIDA,HALORAGACEAE,Myriophyllum,verticillatum,,,,L.,Least Concern,,3.1,Unknown,Global
1043245,164340,Arundo donax,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,POACEAE,Arundo,donax,,,,L.,Least Concern,,3.1,Unknown,Global
1044291,164347,Epilobium hirsutum,PLANTAE,TRACHEOPHYTA,MYRTALES,MAGNOLIOPSIDA,ONAGRACEAE,Epilobium,hirsutum,,,,L.,Least Concern,,3.1,Unknown,Global
1044991,164348,Pycreus flavidus,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,CYPERACEAE,Pycreus,flavidus,,,,(Retz.) Koyama,Least Concern,,3.1,Unknown,Global
1048733,164411,Persicaria lapathifolia,PLANTAE,TRACHEOPHYTA,CARYOPHYLLALES,MAGNOLIOPSIDA,POLYGONACEAE,Persicaria,lapathifolia,,,,(L.) Delarbre,Least Concern,,3.1,Unknown,Global
1051649,164450,Epilobium parviflorum,PLANTAE,TRACHEOPHYTA,MYRTALES,MAGNOLIOPSIDA,ONAGRACEAE,Epilobium,parviflorum,,,,Schreber,Least Concern,,3.1,Unknown,Global
1056668,164512,Catabrosa aquatica,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,POACEAE,Catabrosa,aquatica,,,,(L.) P.Beauv.,Least Concern,,3.1,Unknown,Global
1057132,164521,Potentilla supina,PLANTAE,TRACHEOPHYTA,ROSALES,MAGNOLIOPSIDA,ROSACEAE,Potentilla,supina,,,,L.,Least Concern,,3.1,Unknown,Global
1193827,168638,Isachne globosa,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,POACEAE,Isachne,globosa,,,,(Thunb.) Kuntze,Least Concern,,3.1,Increasing,Global
1207818,168688,Ischaemum rugosum,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,POACEAE,Ischaemum,rugosum,,,,Salisb.,Least Concern,,3.1,Unknown,Global
1210378,168696,Eleocharis acutangula,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,CYPERACEAE,Eleocharis,acutangula,,,,(Roxb.) Schult.,Least Concern,,3.1,Stable,Global
1215533,168721,Sacciolepis indica,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,POACEAE,Sacciolepis,indica,,,,(L.) A.Chase,Least Concern,,3.1,Unknown,Global
1217340,168729,Poa annua,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,POACEAE,Poa,annua,,,,L.,Least Concern,,3.1,Increasing,Global
1219085,168737,Epilobium palustre,PLANTAE,TRACHEOPHYTA,MYRTALES,MAGNOLIOPSIDA,ONAGRACEAE,Epilobium,palustre,,,,L.,Least Concern,,3.1,Unknown,Global
1220938,168748,Beckmannia syzigachne,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,POACEAE,Beckmannia,syzigachne,,,,(Steud.) Fern.,Least Concern,,3.1,Unknown,Global
1222438,168752,Utricularia striatula,PLANTAE,TRACHEOPHYTA,LAMIALES,MAGNOLIOPSIDA,LENTIBULARIACEAE,Utricularia,striatula,,,,Sm.,Least Concern,,3.1,Unknown,Global
1232277,168797,Cyperus unioloides,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,CYPERACEAE,Cyperus,unioloides,,,,R.Br.,Least Concern,,3.1,Stable,Global
1233453,168800,Calamagrostis pseudophragmites,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,POACEAE,Calamagrostis,pseudophragmites,,,,(Hall.f.) Koel,Least Concern,,3.1,Unknown,Global
1247579,168879,Paspalidium flavidum,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,POACEAE,Paspalidium,flavidum,,,,(Retz.) A.Camus,Least Concern,,3.1,Unknown,Global
1250548,168896,Eriocaulon setaceum,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,ERIOCAULACEAE,Eriocaulon,setaceum,,,,L.,Least Concern,,3.1,Stable,Global
1251373,168900,Bergia ammannioides,PLANTAE,TRACHEOPHYTA,MALPIGHIALES,MAGNOLIOPSIDA,ELATINACEAE,Bergia,ammannioides,,,,Roxb.,Least Concern,,3.1,Unknown,Global
1254322,168930,Bergia capensis,PLANTAE,TRACHEOPHYTA,MALPIGHIALES,MAGNOLIOPSIDA,ELATINACEAE,Bergia,capensis,,,,L.,Least Concern,,3.1,Unknown,Global
1254478,168931,Persicaria glabrum,PLANTAE,TRACHEOPHYTA,CARYOPHYLLALES,MAGNOLIOPSIDA,POLYGONACEAE,Persicaria,glabrum,,,,(Willd. ) M.Gomez,Least Concern,,3.1,Unknown,Global
1257189,168957,Eriocaulon cinereum,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,ERIOCAULACEAE,Eriocaulon,cinereum,,,,R.Br.,Least Concern,,3.1,Increasing,Global
1257601,168958,Schoenoplectiella articulata,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,CYPERACEAE,Schoenoplectiella,articulata,,,,(L.) Lye,Least Concern,,3.1,Stable,Global
1257878,168960,Plantago major,PLANTAE,TRACHEOPHYTA,LAMIALES,MAGNOLIOPSIDA,PLANTAGINACEAE,Plantago,major,,,,L. ,Least Concern,,3.1,Unknown,Global
1257999,168964,Schoenoplectiella supina,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,CYPERACEAE,Schoenoplectiella,supina,,,,(L.) Lye,Least Concern,,3.1,Unknown,Global
1258421,168965,Chara zeylanica,PLANTAE,CHAROPHYTA,CHARALES,CHAROPHYACEAE,CHARACEAE,Chara,zeylanica,,,,Willd.,Least Concern,,3.1,Unknown,Global
1258665,168969,Cyperus haspan,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,CYPERACEAE,Cyperus,haspan,,,,L.,Least Concern,,3.1,Stable,Global
1259183,168971,Persicaria barbata,PLANTAE,TRACHEOPHYTA,CARYOPHYLLALES,MAGNOLIOPSIDA,POLYGONACEAE,Persicaria,barbata,,,,(L. ) H.Hara,Least Concern,,3.1,Unknown,Global
1259353,168972,Melochia corchorifolia,PLANTAE,TRACHEOPHYTA,MALVALES,MAGNOLIOPSIDA,MALVACEAE,Melochia,corchorifolia,,,,L.,Least Concern,,3.1,Stable,Global
1260422,168980,Ludwigia adscendens,PLANTAE,TRACHEOPHYTA,MYRTALES,MAGNOLIOPSIDA,ONAGRACEAE,Ludwigia,adscendens,,,,(L.) H.Hara,Least Concern,,3.1,Unknown,Global
1261460,168985,Phyllanthus reticulatus,PLANTAE,TRACHEOPHYTA,MALPIGHIALES,MAGNOLIOPSIDA,PHYLLANTHACEAE,Phyllanthus,reticulatus,,,,Poir.,Least Concern,,3.1,Unknown,Global
1266583,169027,Persicaria pulchra,PLANTAE,TRACHEOPHYTA,CARYOPHYLLALES,MAGNOLIOPSIDA,POLYGONACEAE,Persicaria,pulchra,,,,(Blume) Soják,Least Concern,,3.1,Unknown,Global
1266611,169030,Paspalum distichum,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,POACEAE,Paspalum,distichum,,,,L. ,Least Concern,,3.1,Unknown,Global
1266994,169037,Cyperus exaltatus,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,CYPERACEAE,Cyperus,exaltatus,,,,Retz.,Least Concern,,3.1,Stable,Global
1267310,169043,Brachiaria reptans,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,POACEAE,Brachiaria,reptans,,,,(L.) C.A.Gardner &amp; C.E.Hubb.,Least Concern,,3.1,Unknown,Global
1270989,169077,Eleocharis dulcis,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,CYPERACEAE,Eleocharis,dulcis,,,,(Burm.f.) Trin. ex Hensch.,Least Concern,,3.1,Stable,Global
1314034,170450,Vigna luteola,PLANTAE,TRACHEOPHYTA,FABALES,MAGNOLIOPSIDA,FABACEAE,Vigna,luteola,,,,(Jacq.) Benth.,Least Concern,,3.1,Stable,Global
1314249,170451,Vigna macrorrhyncha,PLANTAE,TRACHEOPHYTA,FABALES,MAGNOLIOPSIDA,FABACEAE,Vigna,macrorrhyncha,,,,(Harms) Milne-Redh.,Least Concern,,3.1,Stable,Global
1314255,170452,Vigna marina,PLANTAE,TRACHEOPHYTA,FABALES,MAGNOLIOPSIDA,FABACEAE,Vigna,marina,,,,(Burm.) Merr.,Least Concern,,3.1,Stable,Global
1382524,173386,Diospyros sumatrana,PLANTAE,TRACHEOPHYTA,ERICALES,MAGNOLIOPSIDA,EBENACEAE,Diospyros,sumatrana,,,,Miq.,Data Deficient,,3.1,Unknown,Global
1389248,173539,Diospyros candolleana,PLANTAE,TRACHEOPHYTA,ERICALES,MAGNOLIOPSIDA,EBENACEAE,Diospyros,candolleana,,,,Wight,Vulnerable,A2cd,3.1,Decreasing,Global
1405117,173931,Diospyros paniculata,PLANTAE,TRACHEOPHYTA,ERICALES,MAGNOLIOPSIDA,EBENACEAE,Diospyros,paniculata,,,,Dalzell,Vulnerable,A2cd,3.1,Decreasing,Global
1419302,175212,Semecarpus kathalekanensis,PLANTAE,TRACHEOPHYTA,SAPINDALES,MAGNOLIOPSIDA,ANACARDIACEAE,Semecarpus,kathalekanensis,,,,Dasappa &amp; M.H. Swaminath,Critically Endangered,C2a(i),3.1,Decreasing,Global
1434089,176126,Vicia peregrina,PLANTAE,TRACHEOPHYTA,FABALES,MAGNOLIOPSIDA,FABACEAE,Vicia,peregrina,,,,L.,Least Concern,,3.1,Stable,Global
1451606,176896,Rorippa madagascariensis,PLANTAE,TRACHEOPHYTA,BRASSICALES,MAGNOLIOPSIDA,BRASSICACEAE,Rorippa,madagascariensis,,,,(DC.) H.Hara,Least Concern,,3.1,Unknown,Global
1452978,176916,Scleria tessellata,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,CYPERACEAE,Scleria,tessellata,,,,Willd.,Least Concern,,3.1,Stable,Global
1453604,176927,Glossostigma diandrum,PLANTAE,TRACHEOPHYTA,LAMIALES,MAGNOLIOPSIDA,PHRYMACEAE,Glossostigma,diandrum,,,,(L.) Kuntze ,Least Concern,,3.1,Stable,Global
1458704,176988,Lindernia rotundifolia,PLANTAE,TRACHEOPHYTA,LAMIALES,MAGNOLIOPSIDA,LINDERNIACEAE,Lindernia,rotundifolia,,,,(L.) Alston,Least Concern,,3.1,Unknown,Global
1459889,177001,Echinochloa stagnina,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,POACEAE,Echinochloa,stagnina,,,,(Retz.) P. Beauv.,Least Concern,,3.1,Unknown,Global
1461592,131762561,Cyperus sesquiflorus,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,CYPERACEAE,Cyperus,sesquiflorus,,,,(Torr.) Mattf. &amp; Kük.,Least Concern,,3.1,Stable,Global
1463374,177054,Eleocharis confervoides,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,CYPERACEAE,Eleocharis,confervoides,,,,(Poir.) Steud.,Least Concern,,3.1,Decreasing,Global
1468608,177137,Pteris vittata,PLANTAE,TRACHEOPHYTA,POLYPODIALES,POLYPODIOPSIDA,PTERIDACEAE,Pteris,vittata,,,,L.,Least Concern,,3.1,Increasing,Global
1475364,177252,Rhynchospora gracillima,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,CYPERACEAE,Rhynchospora,gracillima,,,,Thwaites &amp; Hook,Least Concern,,3.1,Stable,Global
1480046,177352,Scleria biflora,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,CYPERACEAE,Scleria,biflora,,,,Roxb.,Least Concern,,3.1,Stable,Global
1574123,179293,Macrotyloma uniflorum,PLANTAE,TRACHEOPHYTA,FABALES,MAGNOLIOPSIDA,FABACEAE,Macrotyloma,uniflorum,,,,(Lam.) Verdc.,Least Concern,,3.1,Stable,Global
1591849,179840,Sesbania speciosa,PLANTAE,TRACHEOPHYTA,FABALES,MAGNOLIOPSIDA,FABACEAE,Sesbania,speciosa,,,,Taub.,Vulnerable,B2ab(iii),3.1,Decreasing,Global
1972004,191175,Schefflera hypoleuca,PLANTAE,TRACHEOPHYTA,APIALES,MAGNOLIOPSIDA,ARALIACEAE,Schefflera,hypoleuca,,,,(Kurz) Harms,Least Concern,,3.1,Stable,Global
1983371,191453,Acer thomsonii,PLANTAE,TRACHEOPHYTA,SAPINDALES,MAGNOLIOPSIDA,SAPINDACEAE,Acer,thomsonii,,,,Miq.,Least Concern,,3.1,Unknown,Global
1983537,191455,Acer sikkimense,PLANTAE,TRACHEOPHYTA,SAPINDALES,MAGNOLIOPSIDA,SAPINDACEAE,Acer,sikkimense,,,,Miq.,Least Concern,,3.1,Unknown,Global
1983712,191457,Acer chienii,PLANTAE,TRACHEOPHYTA,SAPINDALES,MAGNOLIOPSIDA,SAPINDACEAE,Acer,chienii,,,,Hu &amp; W.C.Cheng,Least Concern,,3.1,Unknown,Global
1983878,191459,Acer wardii,PLANTAE,TRACHEOPHYTA,SAPINDALES,MAGNOLIOPSIDA,SAPINDACEAE,Acer,wardii,,,,W.W.Sm.,Least Concern,,3.1,Unknown,Global
1986021,191500,Magnolia cathcartii,PLANTAE,TRACHEOPHYTA,MAGNOLIALES,MAGNOLIOPSIDA,MAGNOLIACEAE,Magnolia,cathcartii,,,,(Hook.f. &amp; Thomson) Noot.   ,Least Concern,,3.1,Unknown,Global
1989653,191576,Cupressus torulosa,PLANTAE,TRACHEOPHYTA,PINALES,PINOPSIDA,CUPRESSACEAE,Cupressus,torulosa,,,,D.Don,Least Concern,,3.1,Unknown,Global
1991133,191603,Juniperus indica var. indica,PLANTAE,TRACHEOPHYTA,PINALES,PINOPSIDA,CUPRESSACEAE,Juniperus,indica,variety,indica,,,Least Concern,,3.1,Stable,Global
1991154,191606,Juniperus recurva var. recurva,PLANTAE,TRACHEOPHYTA,PINALES,PINOPSIDA,CUPRESSACEAE,Juniperus,recurva,variety,recurva,,,Least Concern,,3.1,Decreasing,Global
1991470,191649,Pinus wallichiana var. parva,PLANTAE,TRACHEOPHYTA,PINALES,PINOPSIDA,PINACEAE,Pinus,wallichiana,variety,parva,,K.C.Sahni,Least Concern,,3.1,Unknown,Global
1991477,191650,Pinus wallichiana var. wallichiana,PLANTAE,TRACHEOPHYTA,PINALES,PINOPSIDA,PINACEAE,Pinus,wallichiana,variety,wallichiana,,,Least Concern,,3.1,Stable,Global
2010700,191866,Magnolia betongensis,PLANTAE,TRACHEOPHYTA,MAGNOLIALES,MAGNOLIOPSIDA,MAGNOLIACEAE,Magnolia,betongensis,,,,(Craib) H.Keng,Least Concern,,3.1,Decreasing,Global
2011203,191873,Magnolia hodgsonii,PLANTAE,TRACHEOPHYTA,MAGNOLIALES,MAGNOLIOPSIDA,MAGNOLIACEAE,Magnolia,hodgsonii,,,,(Hook.f. &amp; Thomson) H.Keng,Least Concern,,3.1,Unknown,Global
2011310,191874,Magnolia hookeri,PLANTAE,TRACHEOPHYTA,MAGNOLIALES,MAGNOLIOPSIDA,MAGNOLIACEAE,Magnolia,hookeri,,,,(Cubitt &amp; W.W.Sm.) D.C.S.Raju &amp; M.P.Nayar,Data Deficient,,3.1,Unknown,Global
2011399,191875,Magnolia insignis,PLANTAE,TRACHEOPHYTA,MAGNOLIALES,MAGNOLIOPSIDA,MAGNOLIACEAE,Magnolia,insignis,,,,Wall.,Least Concern,,3.1,Unknown,Global
2240864,193514,Acer acuminatum,PLANTAE,TRACHEOPHYTA,SAPINDALES,MAGNOLIOPSIDA,SAPINDACEAE,Acer,acuminatum,,,,Wall. ex D.Don,Least Concern,,3.1,Unknown,Global
2241869,193525,Acer cappadocicum,PLANTAE,TRACHEOPHYTA,SAPINDALES,MAGNOLIOPSIDA,SAPINDACEAE,Acer,cappadocicum,,,,Gled.,Least Concern,,3.1,Unknown,Global
2242355,193532,Acer caudatum,PLANTAE,TRACHEOPHYTA,SAPINDALES,MAGNOLIOPSIDA,SAPINDACEAE,Acer,caudatum,,,,Wall.,Least Concern,,3.1,Stable,Global
2285798,193847,Acer pectinatum,PLANTAE,TRACHEOPHYTA,SAPINDALES,MAGNOLIOPSIDA,SAPINDACEAE,Acer,pectinatum,,,,Wall. ex G.Nicholson,Least Concern,,3.1,Unknown,Global
2286029,193851,Acer pentapomicum,PLANTAE,TRACHEOPHYTA,SAPINDALES,MAGNOLIOPSIDA,SAPINDACEAE,Acer,pentapomicum,,,,Stewart ex Brandis,Least Concern,,3.1,Unknown,Global
2287852,193873,Acer stachyophyllum,PLANTAE,TRACHEOPHYTA,SAPINDALES,MAGNOLIOPSIDA,SAPINDACEAE,Acer,stachyophyllum,,,,Hiern,Least Concern,,3.1,Unknown,Global
2287979,193874,Acer sterculiaceum,PLANTAE,TRACHEOPHYTA,SAPINDALES,MAGNOLIOPSIDA,SAPINDACEAE,Acer,sterculiaceum,,,,Wall.,Least Concern,,3.1,Unknown,Global
2288738,193884,Acer tibetense,PLANTAE,TRACHEOPHYTA,SAPINDALES,MAGNOLIOPSIDA,SAPINDACEAE,Acer,tibetense,,,,W.P.Fang,Vulnerable,B1ab(iii),3.1,Unknown,Global
2290545,193912,Magnolia campbellii,PLANTAE,TRACHEOPHYTA,MAGNOLIALES,MAGNOLIOPSIDA,MAGNOLIACEAE,Magnolia,campbellii,,,,Hook.f. &amp; Thomson,Least Concern,,3.1,Decreasing,Global
2290658,193914,Magnolia caveana,PLANTAE,TRACHEOPHYTA,MAGNOLIALES,MAGNOLIOPSIDA,MAGNOLIACEAE,Magnolia,caveana,,,,(Hook.f. &amp; Thomson) D.C.S.Raju &amp; M.P.Nayar,Data Deficient,,3.1,Unknown,Global
2291402,193936,Magnolia doltsopa,PLANTAE,TRACHEOPHYTA,MAGNOLIALES,MAGNOLIOPSIDA,MAGNOLIACEAE,Magnolia,doltsopa,,,,(Buch.-Ham. ex DC.) Figlar,Data Deficient,,3.1,Unknown,Global
2291764,193946,Magnolia globosa,PLANTAE,TRACHEOPHYTA,MAGNOLIALES,MAGNOLIOPSIDA,MAGNOLIACEAE,Magnolia,globosa,,,,Hook.f. &amp; Thomson,Least Concern,,3.1,Unknown,Global
2292003,193952,Magnolia kingii,PLANTAE,TRACHEOPHYTA,MAGNOLIALES,MAGNOLIOPSIDA,MAGNOLIACEAE,Magnolia,kingii,,,,(Dandy) Figlar,Data Deficient,,3.1,Decreasing,Global
2292041,193953,Magnolia kisopa,PLANTAE,TRACHEOPHYTA,MAGNOLIALES,MAGNOLIOPSIDA,MAGNOLIACEAE,Magnolia,kisopa,,,,(Buch.-Ham. ex DC.) Figlar,Data Deficient,,3.1,Decreasing,Global
2292545,193968,Magnolia mannii,PLANTAE,TRACHEOPHYTA,MAGNOLIALES,MAGNOLIOPSIDA,MAGNOLIACEAE,Magnolia,mannii,,,,(King) Figlar,Vulnerable,"B1ab(i,iii)",3.1,Decreasing,Global
2293210,193980,Magnolia oblonga,PLANTAE,TRACHEOPHYTA,MAGNOLIALES,MAGNOLIOPSIDA,MAGNOLIACEAE,Magnolia,oblonga,,,,(Wall. ex Hook.f. &amp; Thomson) Figlar,Least Concern,,3.1,Decreasing,Global
2293416,193986,Magnolia pealiana,PLANTAE,TRACHEOPHYTA,MAGNOLIALES,MAGNOLIOPSIDA,MAGNOLIACEAE,Magnolia,pealiana,,,,King,Endangered,B1ab(iii),3.1,Decreasing,Global
2293552,193991,Magnolia pleiocarpa,PLANTAE,TRACHEOPHYTA,MAGNOLIALES,MAGNOLIOPSIDA,MAGNOLIACEAE,Magnolia,pleiocarpa,,,,(Dandy) Figlar &amp; Noot.,Critically Endangered,"B1ab(i,iii)",3.1,Decreasing,Global
2295121,194048,Quercus acutissima,PLANTAE,TRACHEOPHYTA,FAGALES,MAGNOLIOPSIDA,FAGACEAE,Quercus,acutissima,,,,Carruth.,Least Concern,,3.1,Unknown,Global
2295508,194055,Quercus annulata,PLANTAE,TRACHEOPHYTA,FAGALES,MAGNOLIOPSIDA,FAGACEAE,Quercus,annulata,,,,Sm.,Least Concern,,3.1,Stable,Global
2302249,194135,Quercus griffithii,PLANTAE,TRACHEOPHYTA,FAGALES,MAGNOLIOPSIDA,FAGACEAE,Quercus,griffithii,,,,Hook.f. &amp; Thomson ex Miq.,Least Concern,,3.1,Unknown,Global
2302315,194136,Quercus helferiana,PLANTAE,TRACHEOPHYTA,FAGALES,MAGNOLIOPSIDA,FAGACEAE,Quercus,helferiana,,,,A.DC.,Least Concern,,3.1,Unknown,Global
2302584,194166,Thelypteris confluens,PLANTAE,TRACHEOPHYTA,POLYPODIALES,POLYPODIOPSIDA,THELYPTERIDACEAE,Thelypteris,confluens,,,,(Thunb.) C.V.Morton,Least Concern,,3.1,Stable,Global
2303279,194184,Quercus lanata,PLANTAE,TRACHEOPHYTA,FAGALES,MAGNOLIOPSIDA,FAGACEAE,Quercus,lanata,,,,Sm.,Least Concern,,3.1,Stable,Global
2303519,194189,Quercus lodicosa,PLANTAE,TRACHEOPHYTA,FAGALES,MAGNOLIOPSIDA,FAGACEAE,Quercus,lodicosa,,,,O.E.Warb. &amp; E.F.Warb.,Endangered,B2ab(iii),3.1,Decreasing,Global
2306879,194256,Betula alnoides,PLANTAE,TRACHEOPHYTA,FAGALES,MAGNOLIOPSIDA,BETULACEAE,Betula,alnoides,,,,Buch.-Ham. ex D.Don,Least Concern,,3.1,Stable,Global
2337394,194458,Corylus ferox,PLANTAE,TRACHEOPHYTA,FAGALES,MAGNOLIOPSIDA,BETULACEAE,Corylus,ferox,,,,Wall.,Least Concern,,3.1,Unknown,Global
2346136,194535,Betula utilis,PLANTAE,TRACHEOPHYTA,FAGALES,MAGNOLIOPSIDA,BETULACEAE,Betula,utilis,,,,D.Don,Least Concern,,3.1,Decreasing,Global
2346327,194537,Betula utilis subsp. jacquemontii,PLANTAE,TRACHEOPHYTA,FAGALES,MAGNOLIOPSIDA,BETULACEAE,Betula,utilis,subspecies (plantae),jacquemontii,,(Spach) Kitam.,Data Deficient,,3.1,Unknown,Global
2352269,194605,Carpinus faginea,PLANTAE,TRACHEOPHYTA,FAGALES,MAGNOLIOPSIDA,BETULACEAE,Carpinus,faginea,,,,Lindl.,Data Deficient,,3.1,Unknown,Global
2352793,194613,Carpinus viminea,PLANTAE,TRACHEOPHYTA,FAGALES,MAGNOLIOPSIDA,BETULACEAE,Carpinus,viminea,,,,Wall. ex Lindl.,Least Concern,,3.1,Unknown,Global
2353057,194616,Betula cylindrostachya,PLANTAE,TRACHEOPHYTA,FAGALES,MAGNOLIOPSIDA,BETULACEAE,Betula,cylindrostachya,,,,Lindl. ex Wall.,Least Concern,,3.1,Stable,Global
2355556,194646,Corylus jacquemontii,PLANTAE,TRACHEOPHYTA,FAGALES,MAGNOLIOPSIDA,BETULACEAE,Corylus,jacquemontii,,,,Decne.,Data Deficient,,3.1,Unknown,Global
2355690,194649,Alnus nepalensis,PLANTAE,TRACHEOPHYTA,FAGALES,MAGNOLIOPSIDA,BETULACEAE,Alnus,nepalensis,,,,D.Don,Least Concern,,3.1,Stable,Global
2356455,194659,Alnus nitida,PLANTAE,TRACHEOPHYTA,FAGALES,MAGNOLIOPSIDA,BETULACEAE,Alnus,nitida,,,,(Spach) Endl.,Least Concern,,3.1,Stable,Global
2357802,194685,Acer campbellii,PLANTAE,TRACHEOPHYTA,SAPINDALES,MAGNOLIOPSIDA,SAPINDACEAE,Acer,campbellii,,,,Hook.f. &amp; Thomson ex Hiern,Least Concern,,3.1,Unknown,Global
2358843,194699,Acer laevigatum,PLANTAE,TRACHEOPHYTA,SAPINDALES,MAGNOLIOPSIDA,SAPINDACEAE,Acer,laevigatum,,,,Wall.,Least Concern,,3.1,Unknown,Global
2363524,194825,Quercus glauca,PLANTAE,TRACHEOPHYTA,FAGALES,MAGNOLIOPSIDA,FAGACEAE,Quercus,glauca,,,,Thunb.,Least Concern,,3.1,Unknown,Global
2675362,200642,Osyris lanceolata,PLANTAE,TRACHEOPHYTA,SANTALALES,MAGNOLIOPSIDA,SANTALACEAE,Osyris,lanceolata,,,,Hochst. &amp; Steud.,Least Concern,,3.1,Unknown,Global
2707261,201497,Delonix elata,PLANTAE,TRACHEOPHYTA,FABALES,MAGNOLIOPSIDA,FABACEAE,Delonix,elata,,,,(L.) Gamble,Least Concern,,3.1,Stable,Global
2723460,201857,Paphiopedilum charlesworthii,PLANTAE,TRACHEOPHYTA,ASPARAGALES,LILIOPSIDA,ORCHIDACEAE,Paphiopedilum,charlesworthii,,,,(Rolfe) Pfitzer,Endangered,"B2ab(i,ii,iii,iv,v)",3.1,Decreasing,Global
2723582,201858,Paphiopedilum villosum,PLANTAE,TRACHEOPHYTA,ASPARAGALES,LILIOPSIDA,ORCHIDACEAE,Paphiopedilum,villosum,,,,(Lindl.) Stein,Vulnerable,"B2ab(ii,iii,v)",3.1,Decreasing,Global
